type,question,answer,frequently_answer,,,
尽量直播不行回放,不确定上得了课，但我尽量吧,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不太确定，因为我在上班，不知道星期一会不会加班,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,九天时间，定不了哪天有事的,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,老师，我不能准时上课怎么办,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,如果有事情的话我私信给你说，希望你可以理解一下,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,时间不一定,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我跟你说老师我这有时候就是说涂海有时候回来早，有时候回来晚，有时早上就是说三点多钟就走了，一点多钟就走了,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我还不一定，因为我是学生，课表随时在变,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我就是什么时候有空就什么时候看一下,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我可能时间不太行,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不一定也可能我还没下班,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不一定有空,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不一定有时间,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不一定，要上班,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,看情况吧，不一定每天都能7:45准时签到啊,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,到时候再说吧，我不确定,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,到时候在看吧,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,得看情况,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,老师你好！现在还不确定,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我不可以准时上课因为我正在忙，谢谢,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,没有多少时间学,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我也不知道，看情况吧,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我有点忙，尽量,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,老师好！我那个时段可要上班，怕抽不出空来哟,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,晚上8点，我们上夜班就难办,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,晚上可能没时间呢,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我上晚班也许到不了,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,有时有点忙，,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,有时候要带小孩,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不能保证准时，因为上班呢,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不确定能不能准时，不敢保证,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,时间不太确定。,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,这九天，我有六天是不能准时八点上课的，剩下三天可以,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不一定能准时！但是我会听的！因为我做的工作不允许,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我到时候可能没有时间，最近有点忙,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,没有准确的时间,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我到时候可能没有时间,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,我可能不确定我能有时间,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,时间不确定,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,可能上班时间段哟，参加不咋办,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,不一定，有时候还要加班！,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
尽量直播不行回放,这个我要陪小朋友,那同学咱们尽量按时听课，实在不行的话，老师再帮你安排回放学习吧,1,,,
客套话,感恩老师,不客气，有不懂得可以随时问我,1,,,
客套话,感谢老师,不客气，有不懂得可以随时问我,1,,,
客套话,好的，谢谢老师,不客气，有不懂得可以随时问我,1,,,
客套话,好的。谢谢赵老师,不客气，有不懂得可以随时问我,1,,,
客套话,好的老师，麻烦你了,不客气，有不懂得可以随时问我,1,,,
客套话,好的明白了，谢谢老师,不客气，有不懂得可以随时问我,1,,,
客套话,好的谢谢,不客气，有不懂得可以随时问我,1,,,
客套话,好的谢谢老师,不客气，有不懂得可以随时问我,1,,,
客套话,好的谢谢老师了,不客气，有不懂得可以随时问我,1,,,
客套话,好谢谢老师,不客气，有不懂得可以随时问我,1,,,
客套话,会的，了解，感谢老师,不客气，有不懂得可以随时问我,1,,,
客套话,收到老师，感恩,不客气，有不懂得可以随时问我,1,,,
客套话,收到老师，谢谢,不客气，有不懂得可以随时问我,1,,,
客套话,谢谢！决不会错过。,不客气，有不懂得可以随时问我,1,,,
客套话,谢谢老师,不客气，有不懂得可以随时问我,1,,,
客套话,知道了谢谢,不客气，有不懂得可以随时问我,1,,,
客套话,感谢徐老师，我一定可好好学习,不客气，有不懂得可以随时问我,1,,,
客套话,辛苦了,不辛苦哈~咱们一定好好学习，学会了理财方法，掌握了这个技能，未来有机会越来越有钱,0,,,
客套话,放心一定认真学,加油,0,,,
课程内容,9天课内能学习到逆回购实操吗？,可以学到的哈，老师会教咱们，耐心等待就行，到时候有问题及时问我，我也会一步步教你,0,,,
课程内容,老师您好，就是学什么的,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,老师是上什么直播课啊,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,老师这是教什么的,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,你这是学的什么？,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,上什么课？,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,是什么课程？,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,是学习什么呢？,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,是这样吗,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,我们主要是学些什么呢,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,学习的内容是什么,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,有些什么课啊,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,咱们是上的什么课？,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,这个课程是哪个科目,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,这个上着什么课,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程内容,课是学啥的,咱们9天的课会给你普及8种理财知识以及每天一个防骗知识的普及，是有机会增加非工资收入的,1,,,
课程时间,8点到几点,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时间,8点到几点结束,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时间,八点太忙了，十点可以吗,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时间,9点半可以吗,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时长,一节课的时长是多久啊？,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时长,杨妍老师，每节课多久,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时长,课要上到什么时候？,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时长,要持续多久啊,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时长,老师课程时长多久,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时长,课程十分钟吗？,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
课程时长,课程学多久,课程大概1小时左右，晚上8点开始，9点左右结束,1,,,
快递时效,两本书大概什么时间邮寄,连续听课4天公司就直接邮寄了，一般2-3天就可以收到,0,,,
快递时效,书籍没有那么快收到吧？,连续听课4天公司就直接邮寄了，一般2-3天就可以收到,0,,,
快递时效,啥时候能到？,连续听课4天公司就直接邮寄了，一般2-3天就可以收到,0,,,
拉别人上课,群里走了一个，不可以把我女儿拉进来吗,不能的，不是咱们班同学进不来，您可以和他一起看,1,,,
拉别人上课,能不能我邀请一个人,不能的，不是咱们班同学进不来，您可以和他一起看,1,,,
拉别人上课,那如果我感觉不错。可以介绍人进来吗？,不能的，不是咱们班同学进不来，您可以和他一起看,1,,,
拉别人上课,可以把孩子拉进群里吗？,不能的，不是咱们班同学进不来，您可以和他一起看,1,,,
拉别人上课,老师有个人想进来可以吗,不能的，不是咱们班同学进不来，您可以和他一起看,1,,,
理财,多少钱一个月挣1000呢,理财方法不一样那收益也不一样哈,0,,,
理财,理才是干什么的,理财就是合理规划自己的资产，有机会让自己资产保值增值，让自己有机会多一份收入，改善生活质量,1,,,
理财,理财有什么用吗,理财就是合理规划自己的资产，有机会让自己资产保值增值，让自己有机会多一份收入，改善生活质量,1,,,
理财,你好，老师问你一下什么叫理财,理财就是合理规划自己的资产，有机会让自己资产保值增值，让自己有机会多一份收入，改善生活质量,1,,,
理财,如有哪些好处呢？能不能解释一下我就麻烦你了，老师。,理财就是合理规划自己的资产，有机会让自己资产保值增值，让自己有机会多一份收入，改善生活质量,1,,,
理财,我问你理的什么财,理财就是合理规划自己的资产，有机会让自己资产保值增值，让自己有机会多一份收入，改善生活质量,1,,,
理财,想学k线分析，这里课程讲吗？,我们小白课暂时不讲,0,,,
理财,大家都买有什么股呀，一起讨论讨论一下呀，互相学习学习,同学咱们常见的理财方法都会涉及的去讲一些，我们是不会荐股荐基的哦,0,,,
理财,银行利息是多少，多不多,银行活期利息一般都是百分之0.3左右,0,,,
理财,萧老师，我想知道用1000元买什么理财产品？,咱们有很多哈同学，这两天咱老师从国债国债逆回购、ETF这些都会讲到的，到时候咱好好学，学明白了自然就知道买什么了，不懂的也可以随时问我,0,,,
理财,这个投入多少资金,咱们这9天课程都是免费的，不需要投入资金的,0,,,
理财,学这个课程我能赚多少钱,这个不一定的同学，有多少收益要看你的本金有多少，也要看你吸收的怎么样，但是哪怕咱们只有一两千块钱那也是有机会赚个两三百的，咱们可以积少成多去增加收益的。,0,,,
理财,国债逆回购是什么意思，我不会弄,这个就很简单，就是以国债做抵押借你的钱，然后给你利息,0,,,
理财,理财每个月多少钱收入,收益要看咱们的本金和理财工具的选择,0,,,
理财,理财一年能赚多少钱啊,收益要看咱们的本金和理财工具的选择,0,,,
领书条件,怎样领取资料,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,添加了，不是发书吗？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,我去年已经上过了，现在只需要领取纸质资料,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,上次我听过一次了，就是不给邮寄手册，讨要了几次，也没给发,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,老师，怎样领取资料？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,是不是可以领书,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,怎么拿到书？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,知识手册怎么领？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,怎样领取,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,是不是我们要领书了,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,学习资料什么时候领取,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,领书，谢谢老师！,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,在哪里领书？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,我书怎么领,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,不是说了有两本书友邮寄过来吗？怎么还在群里学习啊？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,我怎么没领到啊？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,你的意思是我听完四天课才有一本书,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,什么时候邮寄,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,老师，那书多久发过来呢？那两本书？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,有资料吗,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,什么书在哪,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,但是说有两本理财书，什么时候能寄给我？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,两本书，还寄不？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,免费资料在哪啊,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,沐芯老师教材课本要怎么领取呢,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,什么时候给书,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,书能领吗？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,书什么时候邮寄？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,这里领资料么老师,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,需要领两本书,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,不用发地址吗？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,地址啥时间发,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,刚才那个老师要地址，我要给你地址吗？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,还用收货地址吗,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,老师：怎么领书请告知一下。我已加了你呀！,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,老师您好，说是给两本理财产品，怎么给邮递,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,您好是把收货地址发给你吗？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,让我给你地址,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,手册多会儿给我了,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,书什么时候给我发过来,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,我那个书应该怎么领呢,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,怎么领资料阿,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,之前就上过课，也没有见发书啊,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,老师你好！我只领书，谢谢,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,还有书籍呢？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,实物书籍是什么书呀,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,书发哪里,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,怎么领书，老师,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,还有书籍，还邮寄?你们不图啥?,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,有书籍的教材吗？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,邮寄的手册？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,礼包如何领取,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,其他的书不能发一些吗？就你给我发的那图片上的书,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,如何领资料？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,怎么领资料？,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,书在哪领,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
领书条件,我怎么领取礼品呢,同学，咱们按时上完第一课，开课第二天我会找您登记地址的哈，连续听课4天就会安排邮寄了~,1,,,
没钱理财,没有钱理什么财,同学，就因为咱们现在没钱才更应该来学习理财，学到了理财方法，去有机会改变咱们的生活，而且您现在没钱，不代表我们以后也没钱，多学习一门技能肯定是对您有帮助的,1,,,
没钱理财,老师对不起，理什么财吃都吃不上，让房贷都压的不行了，哪来的钱理财，谢谢老师不用费心了,同学，就因为咱们现在没钱才更应该来学习理财，学到了理财方法，去有机会改变咱们的生活，而且您现在没钱，不代表我们以后也没钱，多学习一门技能肯定是对您有帮助的,1,,,
没钱理财,老师，我没有钱，靠每一天打工，能理什么财呀？,同学，就因为咱们现在没钱才更应该来学习理财，学到了理财方法，去有机会改变咱们的生活，而且您现在没钱，不代表我们以后也没钱，多学习一门技能肯定是对您有帮助的,1,,,
没钱理财,我现在穷光蛋一分钱没有怎么理财,同学，就因为咱们现在没钱才更应该来学习理财，学到了理财方法，去有机会改变咱们的生活，而且您现在没钱，不代表我们以后也没钱，多学习一门技能肯定是对您有帮助的,1,,,
没钱理财,我很穷的没什么钱了,同学，就因为咱们现在没钱才更应该来学习理财，学到了理财方法，去有机会改变咱们的生活，而且您现在没钱，不代表我们以后也没钱，多学习一门技能肯定是对您有帮助的,1,,,
没钱理财,感觉我这样的穷人没有钱，没有财可理,同学，就因为咱们现在没钱才更应该来学习理财，学到了理财方法，去有机会改变咱们的生活，而且您现在没钱，不代表我们以后也没钱，多学习一门技能肯定是对您有帮助的,1,,,
没时间,不行，我每天晚7：30要开会。等等行吗,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,每天晚上8点至10点都在上课学习,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,老师你好！不好意思，这个点在上班，时间有些困难，抱欠,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,夜班,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,可以爬楼吗？不一定有时间,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,没时间,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,没时间上课,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,没时间听课,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,没有时间,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,在带孩子，时间没那么自由,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,晚上要加班,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
