type,question,answer,frequently_answer,,,
没时间,不能啊，夜班没法听,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,那时我怕没时间听啊，我在上班呢,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,上的夜班,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,时间冲突了,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,晚上没时间，要加班,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,我要加班,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,这几天还不行,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,最好是礼拜六，礼拜天上课,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,这几天不行，我有事,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,不是八点吗？怎么又是7：45，我是上班族，我要8点才下班呢,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,今晚请客怎么办,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,立华老师，进去晚了，没多久就结束直播了,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,加班没有时间上,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,老师我没时间听课，我要带小孩。,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,能听录播的么，我那个点要接孩子,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没时间,我每天晚上都要上班啊,同学，那这样行不行，开课后你进课堂待十几分钟打个卡，激活一下回放，到时候有时间了咱们看回放,1,,,
没信心,水平那么低能学得到吗？？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,真的能帮的到我吗？青青老师我脑子不好使的,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,好不好学呢,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我学的比较慢,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我啥也不懂啊，不知道能学习吗,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,谢谢老师不知我能不能听懂，我也是六十年代的人,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我能听懂吗？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,不知道能不能听懂,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,年龄大了能学会么？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,老师我快50岁，记忆不好，又没收入，在家带娃，学这个有用吗？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,老师你好，我能学会吗？我好像不会,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,必须带我这笨学生,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我带着十一个月的孙子，我快六十岁了学得会吗？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,五十多了，能学会吗,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,记意力也不好，前面看后面就忘。,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,不知道怎么学,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我没文化不知学不学得会喔,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我太笨了有可能学不会学来看看,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,先听听，能听得懂再說吧如果听不懂就麻煩了，都有二十多年不上课了,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我学东西比较慢,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我都六十多岁了，可能做不到你们推荐的这个了,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,可不可以我是怕你们觉得太累了，我没有什么文化,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我没什么文化,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,老师我听到你声音，文化程度低，请谅解,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,上课可以，不知道会不会,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我是小白啊，两手空空的什么也不懂,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,年龄大了学不明白,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我怕我学不会,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,不知能不能学会,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,能听懂吗？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,小学毕业能听吗？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,老师我这零基础可以学吗？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,这个好学吗,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我60多岁了，能学会吗？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,听课能学明白吗,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我笨还是退了吧,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,怕我学不会啊,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我看看能不能听懂,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我是小学文化不知道能不能听懂,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,怎么才学的会,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我是菜鸟，怕听不懂,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,感觉学不会,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,没信心可能难学啊,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,小学文化能学会吗？,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,我不懂电脑的,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
没信心,老师我叫梁孝娥今年快67岁了能学习吗,不用担心，你这次参加的就是小白课、老师就是用大白话讲课的，内容通俗易懂，来听一节课就知道了,1,,,
免费原因,为什么免费,启牛学堂始终坚持服务初心，肩负让财商知识走进全民的使命，针对不同财商基础的用户人群，提供不同深度的课程内容，现在开展理财和防骗免费9天普及活动,1,,,
免费原因,为什么不收费,启牛学堂始终坚持服务初心，肩负让财商知识走进全民的使命，针对不同财商基础的用户人群，提供不同深度的课程内容，现在开展理财和防骗免费9天普及活动,1,,,
免费原因,为什么免费寄书呢,启牛学堂始终坚持服务初心，肩负让财商知识走进全民的使命，针对不同财商基础的用户人群，提供不同深度的课程内容，现在开展理财和防骗免费9天普及活动,1,,,
免费原因,为啥免费,启牛学堂始终坚持服务初心，肩负让财商知识走进全民的使命，针对不同财商基础的用户人群，提供不同深度的课程内容，现在开展理财和防骗免费9天普及活动,1,,,
年龄大,我多大了你知道吗,您多少岁了？,0,,,
其他,萧老师，我想知道用1000元买什么理财产品？,1000元是个大门槛儿，可以买绝大多数的理财产品了。比如说国债逆回购。基金。主要看你要买理财是做什么，先好好学习，因为越到后面老师越会把重要的理财方式交给你，那个时候你再去合理运用这1000块钱，我觉得效果会更好,0,,,
其他,要是自己投的话最少得投多少？,这要看你做什么投资，比如基金1块钱也可以操作,0,,,
其他,尹老师，早晨怎么没有邀请函呢？,7点发你，那个就是个图片,0,,,
其他,余老师，我怎么看不见邀请函呢？,8点发你，那个就是个图片,0,,,
其他,学了这课有什么用？,帮你提升理财技能从而有机会获得理财收益呀同学,0,,,
其他,股票实操怎么获取,报名咱们实操课程，进入实操班，会有专业的股票实操老师来教咱们哈,0,,,
其他,两本单独书籍的定价是多少？,抱歉同学，咱们的两本书没有售卖，不存在定价多少，领取方式就是听课4天免费包邮到家的,0,,,
其他,人民币贬值吗,本来就是在贬值啊,0,,,
其他,那以后有不懂的，可以请教一下你吗？,不懂的随时可以问我的,0,,,
其他,那就是学习理财最少的话是投资多少啊？,不花钱，你学会方法后，你自己投不投，你自己决定,0,,,
其他,老师，你好！请问你参加这群组织，对我们会不会有什么影响，,不会的，放心吧,0,,,
其他,课程的内容是如何知道赚钱，只赚不亏的钱吗？,不会的哈，做任何事情都有风险的哈，咱们来学习的目的就是为了降低风险，提升收入，老师教的就是这个，就跟开车一样哈，我们永远赚不到认知以外的钱，所以要学习,0,,,
其他,没听课可以做题吗？,不可以的哈，要按时认真上课才行哈，安排好时间，不要落下。,0,,,
其他,直播能够返回听吗,不能，但是可以看回放,0,,,
其他,老师，可以在群里加几个好友吗,不能加哈保护自己,0,,,
其他,不会是让我炒股吧,不是的,0,,,
其他,是不是要我买黄金挣钱呢？,不是的,0,,,
其他,老师现在晚吗？,不晚抓紧学,0,,,
其他,老师，需要购买什么吗？,不需要，直接来上课就行,0,,,
其他,要下app吗？,不用，同学,0,,,
其他,那是软件要安装了，是吗？,不用安装软件,0,,,
其他,生活压力有点大，让我考虑一下吧,不用担心这么多哈，咱们的9天课程和福利是完全免费的，只是教您市面常见的理财技能以及理财的方法，您学会了是给自己增加一个技能，也有机会增加一些额外收入贴补生活呢,0,,,
其他,上课不用发言吧,不用的，老师讲课你听课就可以，接下来这9天我带你学，哪里不明白随时问我~,0,,,
其他,老师，加入飞书有什么作用？,不用登录飞书点开老师给你发的链接点进去就可以看,0,,,
其他,没有，就点了一个。刚才又有自称启牛学堂的打电话，又要入什么群，我把电话挂了。,不用管就可以了，是我们的客服人员，我是你的班主任老师，只需要加我一个人就可以了,0,,,
其他,要写字吗,不用哈，就拿个手机跟着听就行哈,0,,,
其他,你要提前告诉我下载什么，我这农村下载东西慢,不用下载什么，直接微信上课哈,0,,,
其他,打扰一下，我该先做什么准备。,不用准备什么，等我开课前15分钟发给你上课链接就好啦~,0,,,
其他,我不是给孩子报的九年级课吗？,成年人学习的理财课，不是孩子学习的,0,,,
其他,天下有免费的午餐吗,但是9天是免费的,0,,,
其他,学了能挣钱么？,启牛已经累计服务几千万学员，如果大家学了都没用的话，谁还来学呀,0,,,
其他,机器人吗,当然不是同学，老师是真人,0,,,
其他,我有一些养老金想看能不能用起来,先学习，掌握方法后在做规划,0,,,
其他,到时提醒下最好，不明白再请教可否？,当然可以的同学，有不懂得地方随时问老师,0,,,
其他,刚刚大学毕业的适合听课吗,当然了适合的,0,,,
其他,老师大学毕业适合听课吗,当然了适合的,0,,,
其他,如果有好处的话，那我就学习，不知道是真还是假,当然有好处，启牛已经累计服务几千万学员，如果大家学了都没用的话，谁还来学呀,0,,,
其他,这个真的可以赚钱吗,好好学习掌握理财技能，就有机会获得理财收益,0,,,
其他,怎么激活回放,到时候我给你发上课入口你进来待几分钟可以么？这样的话就能激活回放了,0,,,
其他,怎么加老师微信,等老师加你吧,0,,,
其他,怎样才能加你微信，我不会加？,等老师加你吧,0,,,
其他,国债逆回购哪天讲?,第二课,0,,,
其他,点那里我不知道，不会操作,点击直播间链接上课,0,,,
其他,那个啥，怎么能删除他,点他的头像,0,,,
其他,你们是专业做理财的吗？,对，我们是做理财知识学习的,0,,,
其他,谢谢老师，牛学堂是学理财的吗？,对的，同学,0,,,
其他,请问上课在群里上吗,对的哦您把学习群置顶，设置消息免打扰哈,0,,,
其他,就在手机上听课吧,对的手机上听课就可以,0,,,
其他,听九天免费课想了解一下怎么样理财,对的同学您这边可以准时上课吗？,0,,,
其他,你们是启牛的人员吗,对呀，同学，我是你本次理财课程的班主任，是启牛的老师，这边后面9天课程都是由我来负责你，有任何问题可以随时和我说哈,0,,,
其他,开课了我怎么进不去？？,多刷新几次哈,0,,,
其他,我怕我记不住时间,放心哈，老师会提醒你的,0,,,
其他,我怕不会操作呀,放心同学，课前15分钟我会提醒你的、到时候老师微信发你一个教室入口、你手机点一下就可以进入教室里、下课老师给咱们生成回放,0,,,
其他,老师很棒很优秀收获很多！！,感谢您的认可，老师帮您好好安排不辜负您的信任哈,0,,,
其他,我现在有钱，怎么做到钱生钱呢,跟着我好好学我们讲的就是这个,0,,,
其他,听了梁老师的课感觉很高兴，通过学习让我知道了货币基金，可转债基金，股票是什么。老师的讲解通俗易懂，谢谢老师,恭喜迈出理.财第一步，特别好给你点赞,0,,,
其他,怎么我的网络有问题，收不到。,估计是您家网络的事,0,,,
其他,老师股票实操怎么获取,股票实操是到后边了,0,,,
其他,你给我发的链接会不会有其它病毒之类的,关注启牛学堂公众号，如果担心链接安全问题，可以在公众号里听课哈,0,,,
其他,可以买上海的大房子吗,哈哈，你刚开始学习，先学习方法，掌握之后根据自己的情况在制定我们的理财目标,0,,,
其他,学了可以变有钱吗,哈哈，你刚开始学习，先学习方法，掌握之后根据自己的情况在制定我们的理财目标,0,,,
其他,进直播间怎么进,还是上课前我你发上课通道，点击上课通道就可以进入,0,,,
其他,老师，这这么晚了，早点睡吧,好,0,,,
其他,晚点，老师行吗？？,好,0,,,
其他,我挣钱了，更应该谢谢你！老师,好，加油，跟着我好好学,0,,,
其他,听可以！我不需要任何福利！亏本的生意不做！,好的，老师帮你安排好,0,,,
其他,微信一说话就退出了啊,好的，那就再进去就行啦，没事了,0,,,
其他,好的，先听一下学什么课程,好的，那老师帮你开通一下免费上课权限,0,,,
其他,我回头看一下，现在有点忙,好的，那你先忙吧，到时老师会提醒你上课的,0,,,
其他,可以，每天晚上八点,好的，一言为定哈~,0,,,
其他,因为时差，我7点45分签到8点20听课一会补吧,好的同学,0,,,
其他,嗯，老师好，我是一名教师。有的时候可能七点多钟还在给孩子上课，就说如果说方便的话，麻烦老师打我电话可以吗？,好嘞,0,,,
其他,准备好时间听课了,好嘞，书籍礼包已经给你预定好了，开课前我会提前发给你听课入口，点一下就可以进教室了哈,0,,,
其他,嗯，我只能听一小会儿,好嘞~没关系能听多少听多少,0,,,
其他,就一直听课，没别的？,及时听课学习啊，也没别的啊就是教您理财知识啊,0,,,
其他,晚上8点，太晚了，上了年纪早睡啊,几点睡呀,0,,,
其他,好的，我听听吧,加油,0,,,
其他,嗯嗯以后的九天就麻烦你了老师,加油，好好学哈，有不懂的随时问我,0,,,
其他,嗯以后的九天就麻烦你了老师,加油，好好学哈，有不懂的随时问我,0,,,
其他,我会一步步坚持机会好好把握好好学的老师,加油，早点学会理财的方法，早点受益,0,,,
其他,谢谢你老师我会努力学习的,加油，早点学会理财的方法，早点受益,0,,,
其他,哦，我不明白的是，听课赚钱是真的吗？还是模拟的点钞卷呀,教您的是方法和技能哈,0,,,
其他,就跟着老师理财吗,教您方法和技能哈,0,,,
其他,什么是国债逆回购怎么购买,接下来咱们的学习都会涉及到的，跟着老师好好学就行,0,,,
其他,我的作业怎么发不了,截图发呀,0,,,
其他,可是我本金取出来快一年了，他最近给我打电话，说又要做什么活动，要我去参加呢，你说我要不要去,就不去就可以了,0,,,
其他,为什么要在群里面发红包啊,就是为了提醒大家多多关注咱们得学习群呀，发发红包也是活跃一下学习氛围,0,,,
其他,我是小白啊，两手空空的什么也不懂,就是因为不懂才来学呀同学，你有啥不懂的就截个图下课来问我，老师一定知无不言,0,,,
其他,你每天一般要给多少个人打电话?,看班级有多少同学需要沟通,0,,,
其他,可以一边听一边洗澡吗,看你自己,0,,,
其他,签到9天如果9天都没有到直播间上课都看回放还能免费获得两本理财书吗？,可以的,0,,,
其他,能带着孩子上课吗,可以的，上课前我给你发上课通道，你点击就可以进入,0,,,
其他,可以的，但有时有事可以请假吗。,可以的，有事情提前跟我请假，进教室签到5-10分钟，老师给你单独申请回放补课,0,,,
其他,上课任何时间都可以吗？白天要上班下班后兼职跑个4个小时的外卖？,可以的，咱们课程有回放，什么时候有空什么时候学,0,,,
其他,可以六日听吗,可以的，咱们课程有回放，什么时候有空什么时候学,0,,,
其他,能不能白天学习呢？,可以的，咱们课程有回放，什么时候有空什么时候学,0,,,
其他,老师，这个可以录屏吗,不用录屏，我给咱们发回放就好了,0,,,
其他,你好，我可以不用教程书吗？,可以的呢，你只是想来听听课对吧同学,0,,,
其他,崔老师，我的作业截不了图，我年龄大了，你能帮帮我吗？,可以的同学，您用的什么牌子的手机呀，我教您,0,,,
其他,萧老师，我想知道用1000元买什么理财产品？,可以买很多呀，课上老师会教你很多工具，比如国债逆回购，货币基金，窄基，瑞兹等等，但是你现在先不懂不投，之后老师都会慢慢的教你,0,,,
其他,学了这课有什么用？,学习理财方法提升理财技能从而有机会增加一份额外收入,0,,,
其他,用做笔记吗,可以做笔记，这取决于您的个人情况~,0,,,
其他,敬爱的老师看起来您真是服务到家了,客气啦，开课前我再单独提醒你，接下来耐心等待开课就行了有什么问题随时问我~,0,,,
其他,有课表么？,课表是没有的，每天17点会有课程预告哈，每天晚上8点准时上课，记得按时来上课哈同学,0,,,
其他,不会全程就不离线的学习吧,课程就一个多小时同学,0,,,
其他,老师你好，我現在每晚七奌半在听课股票，请您每天把课件发耒我进行自学好吧！,课件是老师自己讲课用的，老师可以给你发每节课的回放哈,0,,,
其他,你们有课件吗？,课件是老师自己讲课用的，老师可以给你发每节课的回放哈,0,,,
其他,我做着理财那，十万一年给9千，做好几年了，你们家怎么做的？,我们是教理财知识的，不做理财啊,0,,,
其他,你这是国债逆回购吗？,老师会讲到哈~,0,,,
其他,请问老师，上课讲什么是教我们怎么赚钱，还是教怎么存钱，我什么都不懂,老师教你如何理财的,0,,,
其他,上课讲什么是教我们怎么赚钱，还是教怎么存钱，我什么都不懂,老师教你如何理财的,0,,,
其他,我下午2点半到5点半休息，因为我是一个厨师,了解所以说晚上正是工作忙的时候，老师理解，可以申请回放的,0,,,
其他,闲钱每个月四百左右可以赚多少？,理财方法不一样那收益也不一样哈,0,,,
其他,听这课有什么好处？,理财是人生的必修课，是每个人必须要学习的，学习理财，可以合理规划自己的财产，有机会让自己和家人生活的更好，有机会多一份收入，多一份保障。,0,,,
其他,学理财课的意义是什么？,理财是人生的必修课，是每个人必须要学习的，学习理财，可以合理规划自己的财产，有机会让自己和家人生活的更好，有机会多一份收入，多一份保障。,0,,,
其他,是不是通过你们教理财课个个都是富豪大老板,理财无法一夜暴富,0,,,
其他,听了课，没进实操班能领免费资料吗？,领取书籍和是否进实操班没有关系，连续听课4天，照样会安排邮寄的,0,,,
其他,能提前听吗,没办法提前听的,0,,,
其他,还是没听明白,没关系的同学，学习本来就是一个循序渐进的过程的，有不懂的您随时问我就可以，您在稍等我一下，今晚的回放我一会申请下来单独发您，您可以在吸收一下,0,,,
其他,我回家没有网络怎学习,没关系哈，咱们先用手机5G网学习一下，课程就这几天，坚持一下，掌握方法后有机会增加收入，改善生活质量,0,,,
其他,还是没听明白,没事，哪里不明白和老师说,0,,,
其他,老师好，我不在群里啊,没事，上课链接我单独发你,0,,,
其他,希望老师不要烦,没事的，有疑问可以问我哦~,0,,,
其他,点进去没有要填写的,没事同学不用填写啦，晚上准时上课就行哈,0,,,
其他,不懂可以随时提问吗,没问题的老师也会单独一对一指导你的哈,0,,,
其他,那你知道哪些小游戏赚钱的正版吗？教我下载,没有,0,,,
其他,张老师，没有红包吗,没有的，咱们福利是学习资料,0,,,
其他,在哪儿领红包,没有红包，这是来学习理财知识的,0,,,
其他,好的到时麻烦老师在通知我一次,没有问题的，好的，老师希望我们在接下来9天的学习过程当中能够和睦相处，老师提前预祝您收获更多的知识，有任何不懂的问题随时可以微信问我,0,,,
其他,怎么重复讲解了,没有重复讲解啊，咱们是会讲的细致一些,0,,,
其他,作业是什么，难不难,每天的作业就是几道选择题，不难的。,0,,,
其他,这赚不到钱有什么用？,老师教你的都是理财知识和方法啊，掌握了方法才有机会获得理财收益,0,,,
其他,我不想进，群里的都不认识，好人坏人都知道。,那没关系，咱们不进群就可以了，到时候老师把上课链接发你就好,0,,,
其他,老师好！我周年岁较大，多种慢性病缠身很痛苦啊,那您能学就学不能就不勉强学哈,0,,,
其他,就是我以前听了十节课一点都没听懂,那咱们这次再好好重听一次，有什么问题老师也会帮你的哈~,0,,,
其他,不知道能上多久，我8点20还有其他事情,能听多少听多少吧,0,,,
其他,之前听过巩固一下也无妨,嗯好的，那老师就给你开通上课权限了,0,,,
其他,我好像之前学过，没学到啥,嗯嗯，没关系，这次咱们跟着老师在认真学一下，不懂得你就单独问我，咱们这次争取学到一些真的本领,0,,,
其他,听课就有钱赚，我是不相信,你得学方法呀，老师教你怎么去提升收入，你不得学习呀，而且咱们是学习知识，不是说上课就给你发钱的,0,,,
其他,老师，奖励怎么下载不了,你点链接重新试试,0,,,
其他,这赚不到钱有什么用？,你没去实操，你怎么知道没用呢,0,,,
其他,请问您:A阿雅老师现在还在教课吗？,你说的是我们启牛学堂的老师吗,0,,,
